username,count,qid
TiagoLubiana,1,Q109662153
TiagoLubiana,2,Q109662156
TiagoLubiana,1,Q109922289
TiagoLubiana,1,Q109922326
TiagoLubiana,1,Q109922465
TiagoLubiana,1,Q109922583
TiagoLubiana,1,Q109922585
TiagoLubiana,1,Q109922619
TiagoLubiana,1,Q109922742
TiagoLubiana,1,Q109922903
TiagoLubiana,3,Q68620817
TiagoLubiana,6,Q104416215
TiagoLubiana,3,Q1384119
Peterhiroshi,2,Q1384119
Nikola Tulechki,2,Q1384119
AkkakkBot,2,Q1384119
Bouzinac,2,Q1384119
Okkn,2,Q1384119
Legobot,2,Q1384119
Modeum,2,Q1384119
Uwe Gille,2,Q1384119
Andres,1,Q1384119
Edoderoobot,1,Q1384119
Kersti Nebelsiek,1,Q1384119
BeneBot*,1,Q1384119
DeltaBot,1,Q1384119
Mahmoudalrawi,1,Q1384119
Emijrpbot,1,Q1384119
Okkn,3,Q3332118
Ske,2,Q3332118
Nikola Tulechki,2,Q3332118
TiagoLubiana,2,Q3332118
Jvcavv,2,Q3332118
KASEI,2,Q3332118
0RASEC0,1,Q3332118
Mahmoudalrawi,1,Q3332118
MatSuBot,1,Q3332118
AkkakkBot,1,Q3332118
MerlIwBot,1,Q3332118
Lockal,1,Q3332118
TiagoLubiana,4,Q7829430
MatSuBot,2,Q7829430
0RASEC0,2,Q7829430
Netha Hussain,1,Q7829430
Lockal,1,Q7829430
Nikola Tulechki,1,Q7829430
Sk!dbot,1,Q7829430
TiagoLubiana,6,Q66429544
Jvcavv,2,Q66429544
TiagoLubiana,5,Q107673041
TiagoLubiana,23,Q101404950
TiagoLubiana,5,Q104416219
Wylve,9,Q1056194
Andreasmperu,8,Q1056194
MatSuBot,6,Q1056194
Horcrux,5,Q1056194
Succu,5,Q1056194
Dexbot,4,Q1056194
EmausBot,3,Q1056194
Rezabot,3,Q1056194
HenryLi,3,Q1056194
Botcrux,3,Q1056194
DanmicholoBot,3,Q1056194
Pigsonthewing-bot,2,Q1056194
Sahehco,2,Q1056194
Melaleuca alternifolia,2,Q1056194
Legobot,2,Q1056194
JAnDbot,2,Q1056194
Ssola,2,Q1056194
MsynBot,2,Q1056194
AkkakkBot,2,Q1056194
Jaskirandeep,2,Q1056194
Mkbergman,2,Q1056194
SamoaBot,2,Q1056194
186.146.163.14,2,Q1056194
Steenthbot,2,Q1056194
Biyolojiyabikurdi,2,Q1056194
W.Kaleem,1,Q1056194
190.148.209.94,1,Q1056194
202.45.119.21,1,Q1056194
Anndrewha,1,Q1056194
Caio Scherrer,1,Q1056194
Montgomery,1,Q1056194
Bovlb,1,Q1056194
Abuluntu,1,Q1056194
Sadads,1,Q1056194
Renessaince,1,Q1056194
Info-farmer,1,Q1056194
Nikola Tulechki,1,Q1056194
Ymblanter,1,Q1056194
KrBot,1,Q1056194
Vojtěch Dostál,1,Q1056194
Martinligabue,1,Q1056194
Ske,1,Q1056194
Jordiventura96,1,Q1056194
みそかつおにんにく,1,Q1056194
Bjankuloski06,1,Q1056194
2405:204:E480:F3B5:487D:4E55:263F:EB6C,1,Q1056194
Chaduvari,1,Q1056194
201.29.96.74,1,Q1056194
151.233.129.175,1,Q1056194
Tisfoon,1,Q1056194
Ihaveahax,1,Q1056194
138.44.129.30,1,Q1056194
134.0.4.189,1,Q1056194
UsmanKhan,1,Q1056194
2A02:2F08:C105:AC00:C0D8:153C:F180:7349,1,Q1056194
NirmosBot,1,Q1056194
Emijrpbot,1,Q1056194
Darren-M,1,Q1056194
199.119.28.138,1,Q1056194
41.196.26.2,1,Q1056194
MerlIwBot,1,Q1056194
PLbot,1,Q1056194
188.152.135.127,1,Q1056194
UWashPrincipalCataloger,1,Q1056194
Милан Јелисавчић,1,Q1056194
41.82.3.72,1,Q1056194
Sakib Hasan Simanto,1,Q1056194
Marek Mazurkiewicz,1,Q1056194
T. Le Berre,1,Q1056194
Addbot,1,Q1056194
Kanags,1,Q1056194
波斯波莉斯,1,Q1056194
YMS,1,Q1056194
Romaine,1,Q1056194
92.241.40.203,1,Q1056194
Hasan muntaseer,1,Q1056194
Furqanahmed865,1,Q1056194
Fraxinus,1,Q1056194
جار الله,1,Q1056194
Osteologia,1,Q1056194
92.243.182.36,1,Q1056194
Innotata,1,Q1056194
Simon Villeneuve,1,Q1056194
190.93.132.192,1,Q1056194
190.115.181.13,1,Q1056194
Nigar Bağırova,1,Q1056194
DeltaBot,1,Q1056194
TiagoLubiana,1,Q1056194
Iokseng,1,Q1056194
अनुनाद सिंह,1,Q1056194
186.62.50.249,1,Q1056194
WuuArticleGenerator,1,Q1056194
Modeum,1,Q1056194
Sjoerddebruin,1,Q1056194
JotaCartas,1,Q1056194
Хаванцев Иван,1,Q1056194
Zhenqinli,1,Q1056194
Schekinov Alexey Victorovich,5,Q1109905
Legobot,3,Q1109905
Gżdacz,3,Q1109905
TiagoLubiana,2,Q1109905
Uwe Gille,2,Q1109905
Dexbot,2,Q1109905
Carabus,1,Q1109905
FShbib,1,Q1109905
PBot,1,Q1109905
DinoRoar,1,Q1109905
Nikola Tulechki,1,Q1109905
Caqui,1,Q1109905
Sk!dbot,1,Q1109905
174.21.149.241,1,Q1109905
Krzysiek 123456789,1,Q1109905
PLbot,1,Q1109905
Elfabso,1,Q1109905
Simon Villeneuve,1,Q1109905
Mishary94,1,Q1109905
Minina,1,Q1109905
Ske,6,Q3099316
الناقل,2,Q3099316
Legobot,2,Q3099316
TiagoLubiana,2,Q3099316
FShbib,1,Q3099316
BotNinja,1,Q3099316
MerlIwBot,1,Q3099316
Nikola Tulechki,1,Q3099316
Twofivesixbot,1,Q3099316
Emijrpbot,1,Q3099316
Mohammad hajeer,1,Q3099316
Yahadzija,1,Q3099316
Tagishsimon,1,Q3099316
150.214.94.218,5,Q3305627
2800:BF0:64:107F:1DF5:20A0:290:9960,4,Q3305627
Succu,3,Q3305627
MatSuBot,2,Q3305627
Nickpolk,2,Q3305627
Mkbergman,2,Q3305627
TiagoLubiana,2,Q3305627
Modeum,2,Q3305627
Hmaddf,2,Q3305627
Ssola,2,Q3305627
2804:431:CFC6:D8C:FDD4:5570:870:23A9,2,Q3305627
Dexbot,2,Q3305627
Correogsk,2,Q3305627
190.18.203.221,1,Q3305627
SR5,1,Q3305627
Mahir256,1,Q3305627
Kizar,1,Q3305627
WhitePhosphorus,1,Q3305627
Infovarius,1,Q3305627
Jared Preston,1,Q3305627
MyeDesign,1,Q3305627
Zhenqinli,1,Q3305627
Osteologia,1,Q3305627
JotaCartas,1,Q3305627
Jheald,1,Q3305627
49.126.0.35,1,Q3305627
186.185.136.71,1,Q3305627
Yamaha5,1,Q3305627
Wikidatist,1,Q3305627
Jules*,1,Q3305627
Miguelferig,1,Q3305627
EmausBot,1,Q3305627
213.4.84.120,1,Q3305627
Милан Јелисавчић,1,Q3305627
Lockalbot,1,Q3305627
Lombroso,1,Q3305627
Anónimo254,1,Q3305627
188.78.148.44,1,Q3305627
MerlIwBot,1,Q3305627
KofiKitsune,1,Q3305627
TiagoLubiana,2,Q4532277
Dexbot,2,Q4532277
Jvcavv,2,Q4532277
Legobot,2,Q4532277
Fomafix,2,Q4532277
Aymaan,1,Q4532277
MatSuBot,1,Q4532277
Dcirovic,1,Q4532277
Cewbot,1,Q4532277
Hafez,1,Q4532277
Justwiki,1,Q4532277
Nikola Tulechki,1,Q4532277
FShbib,1,Q4532277
Sk!dbot,1,Q4532277
201.49.72.130,1,Q4532277
Tagishsimon,1,Q4532277
Ske,5,Q6811556
TiagoLubiana,3,Q6811556
Jvcavv,2,Q6811556
Lockal,1,Q6811556
Nikola Tulechki,1,Q6811556
Sk!dbot,1,Q6811556
TiagoLubiana,3,Q101062568
Legobot,2,Q492907
Simon Villeneuve,1,Q492907
MerlIwBot,1,Q492907
Nikola Tulechki,1,Q492907
TiagoLubiana,1,Q492907
58.124.156.65,1,Q492907
Romaine,6,Q828761
Castell,5,Q828761
MatSuBot,5,Q828761
Dexbot,5,Q828761
TiagoLubiana,3,Q828761
Thisismattmiller,3,Q828761
AkkakkBot,3,Q828761
DanmicholoBot,3,Q828761
Citing Bot,2,Q828761
Legobot,2,Q828761
Dominic,2,Q828761
M2k~dewiki,2,Q828761
Asierog,2,Q828761
Pigsonthewing-bot,2,Q828761
Nikola Tulechki,2,Q828761
Miguelferig,2,Q828761
Reinheitsgebot,1,Q828761
BotNinja,1,Q828761
VasoniVasoni,1,Q828761
MerlIwBot,1,Q828761
2602:306:C414:C910:D5D5:B0:B817:F9C8,1,Q828761
Info-farmer,1,Q828761
50.110.227.253,1,Q828761
Febri Gunawan,1,Q828761
Bovlb,1,Q828761
MsynBot,1,Q828761
Huydang2910,1,Q828761
DavidMar86hdf,1,Q828761
Jheald,1,Q828761
Raamaturott,1,Q828761
JAnDbot,1,Q828761
Gyan333,1,Q828761
210.3.224.94,1,Q828761
BotMultichill,1,Q828761
Maulucioni,1,Q828761
JhealdBatch,1,Q828761
Alejandrocaro35,1,Q828761
Gloria sah,1,Q828761
EmausBot,1,Q828761
Satirdan kahraman,1,Q828761
92.243.182.36,1,Q828761
Aram,1,Q828761
SalviBot,1,Q828761
Fandi89,1,Q828761
TNSE KANNAN RMD,1,Q828761
Jmarchn,1,Q828761
PBot,1,Q828761
JotaCartas,1,Q828761
Mullanur,3,Q21662388
MatSuBot,1,Q21662388
Lockalbot,1,Q21662388
ShinePhantom,1,Q21662388
JerzyKundrat,1,Q21662388
Ske,3,Q16864144
Jmarchn,2,Q16864144
Pi bot,1,Q16864144
Катерина997721,1,Q16864144
Dexbot,1,Q16864144
MatSuBot,1,Q16864144
Lockal,1,Q16864144
ProteinBoxBot,27,Q19000437
Ske,6,Q19000437
KrBot,3,Q19000437
Charles Matthews,1,Q19000437
Izno,1,Q19000437
Avicenno,1,Q19000437
Daniel Mietchen,1,Q19000437
PintochBot,1,Q19000437
Charles Matthews,6,Q1922379
Veracious,5,Q1922379
Cewbot,5,Q1922379
TiagoLubiana,4,Q1922379
ASchedulingError,3,Q1922379
Okkn,2,Q1922379
Cholok1127,2,Q1922379
Modeum,2,Q1922379
Ha98574,2,Q1922379
Legobot,2,Q1922379
Alexmar983,1,Q1922379
Александр Сигачёв,1,Q1922379
Ske,1,Q1922379
KrBot,1,Q1922379
Sk!dbot,1,Q1922379
Vantty,1,Q1922379
EdgarsBot,1,Q1922379
JAnDbot,1,Q1922379
Numansemih,1,Q1922379
Nikola Tulechki,1,Q1922379
207.196.184.230,1,Q1922379
MatSuBot,1,Q1922379
Reinheitsgebot,1,Q1922379
BetaBot,1,Q1922379
Jmarchn,1,Q1922379
ChristianKl,1,Q1922379
Kaguya-Taketori,1,Q1922379
Nickpolk,1,Q1922379
Makecat,1,Q1922379
Zhenqinli,1,Q1922379
PKM,1,Q1922379
5.45.44.133,1,Q1922379
Sghorghanlu,1,Q1922379
Ykhwong,1,Q1922379
ScAvenger,1,Q1922379
Vojtěch Dostál,4,Q13360240
Cewbot,3,Q13360240
MatSuBot,2,Q13360240
Jvcavv,2,Q13360240
TiagoLubiana,1,Q13360240
Nikola Tulechki,1,Q13360240
JAnDbot,1,Q13360240
212.71.178.178,1,Q13360240
Makina86,1,Q13360240
Modeum,1,Q13360240
Lockal,1,Q13360240
Dexbot,1,Q13360240
נעם דובב,1,Q13360240
TiagoLubiana,7,Q101404941
TiagoLubiana,6,Q104416210
TiagoLubiana,1,Q107551427
TiagoLubiana,7,Q101404881
TiagoLubiana,2,Q104416154
TiagoLubiana,12,Q500446
Charles Matthews,7,Q500446
Cewbot,4,Q500446
Chlorophonia,4,Q500446
Adert,3,Q500446
MatSuBot,2,Q500446
Legobot,2,Q500446
فاطمة الزهراء,2,Q500446
Daniel Mietchen,2,Q500446
KaMan,2,Q500446
MerlIwBot,1,Q500446
RickRichards,1,Q500446
2.139.137.220,1,Q500446
Njardarlogar,1,Q500446
Smb1001,1,Q500446
2602:304:CDA2:7190:311C:DADC:B6EB:B4EB,1,Q500446
JAnDbot,1,Q500446
2A02:AB04:27BD:D900:9AC:640B:C179:4DFA,1,Q500446
Disembodied Soul,1,Q500446
Tagishsimon,1,Q500446
Kruusamägi,1,Q500446
Htmlzycq,1,Q500446
HaeB,1,Q500446
Yger,1,Q500446
Dexbot,1,Q500446
Allforrous,1,Q500446
109.66.201.219,1,Q500446
FShbib,1,Q500446
Nikola Tulechki,1,Q500446
TiagoLubiana,1,Q108699667
TiagoLubiana,1,Q108853724
TiagoLubiana,1,Q108853726
TiagoLubiana,1,Q108853728
TiagoLubiana,7,Q101405037
TiagoLubiana,3,Q104416240
TiagoLubiana,3,Q107375654
TiagoLubiana,7,Q101404925
TiagoLubiana,3,Q104416195
TiagoLubiana,4,Q2316193
Dexbot,4,Q2316193
Romaine,4,Q2316193
Legobot,3,Q2316193
MatSuBot,2,Q2316193
Toter Alter Mann,1,Q2316193
Nikola Tulechki,1,Q2316193
Convallaria majalis,1,Q2316193
BeneBot*,1,Q2316193
JotaCartas,1,Q2316193
Daniele Pugliesi,1,Q2316193
Reinheitsgebot,1,Q2316193
靖天子,1,Q2316193
AkkakkBot,1,Q2316193
Daniel Mietchen,1,Q2316193
SalviBot,1,Q2316193
Astur,1,Q2316193
Wasabot,10,Q195614
Fractaler,7,Q195614
TiagoLubiana,6,Q195614
Botcrux,6,Q195614
Legobot,3,Q195614
Chlorophonia,3,Q195614
YarikUkraine,2,Q195614
Sannita,2,Q195614
Dexbot,2,Q195614
MatSuBot,2,Q195614
Шкурба Андрій Вікторович,2,Q195614
Dcirovic,2,Q195614
Simon Villeneuve,2,Q195614
AkkakkBot,2,Q195614
Matlin,1,Q195614
Kevin Scannell,1,Q195614
Allforrous,1,Q195614
Was a bee,1,Q195614
Dominic,1,Q195614
Crazy&confused,1,Q195614
Discanto,1,Q195614
Emijrpbot,1,Q195614
KrBot,1,Q195614
Paiamshadi,1,Q195614
Nikola Tulechki,1,Q195614
Gepetito,1,Q195614
Geagea,1,Q195614
EmausBot,1,Q195614
2409:4064:304:9980:CEA6:3A32:AA60:2916,1,Q195614
JAnDbot,1,Q195614
MsynBot,1,Q195614
Sintakso,1,Q195614
Apokats,1,Q195614
107.208.134.63,1,Q195614
Reinheitsgebot,1,Q195614
ValterVBot,1,Q195614
SalviBot,1,Q195614
Cekli829,1,Q195614
Vantty,1,Q195614
MerlIwBot,1,Q195614
Veracious,1,Q195614
Nesca123,1,Q195614
TiagoLubiana,1,Q109922910
TiagoLubiana,7,Q919689
Adert,3,Q919689
ASchedulingError,3,Q919689
Legobot,2,Q919689
Jmarchn,2,Q919689
Dexbot,2,Q919689
Cewbot,2,Q919689
Nikola Tulechki,1,Q919689
Emijrpbot,1,Q919689
Ala Ef,1,Q919689
Buli,1,Q919689
Tagishsimon,1,Q919689
Mariina,1,Q919689
Nickpolk,1,Q919689
FShbib,1,Q919689
BeneBot*,1,Q919689
Vantty,1,Q919689
Simon Villeneuve,1,Q919689
Ske,1,Q919689
Reinheitsgebot,1,Q919689
BetaBot,1,Q919689
-sasha-,1,Q919689
MatSuBot,2,Q6731828
TiagoLubiana,2,Q6731828
Sk!dbot,1,Q6731828
Cewbot,1,Q6731828
Lockal,1,Q6731828
Zolo,1,Q6731828
Nikola Tulechki,1,Q6731828
Daniel Mietchen,1,Q6731828
Fedor Babkin,1,Q6731828
SUM1,1,Q6731828
TiagoLubiana,7,Q101405206
TiagoLubiana,2,Q104416324
TiagoLubiana,4,Q104836881
TiagoLubiana,1,Q109282755
TiagoLubiana,3,Q105198226
TiagoLubiana,4,Q105199518
TiagoLubiana,3,Q106259131
TiagoLubiana,3,Q106355102
TiagoLubiana,1,Q107550675
Daniel Mietchen,1,Q107550675
TiagoLubiana,1,Q109235347
TiagoLubiana,3,Q109360974
Romaine,6,Q177332
VasoniVasoni,6,Q177332
Botcrux,6,Q177332
Fractaler,6,Q177332
MatSuBot,5,Q177332
Charles Matthews,5,Q177332
Putnik,5,Q177332
Dexbot,4,Q177332
Correogsk,4,Q177332
Asierog,3,Q177332
Thisismattmiller,3,Q177332
Vojtěch Dostál,3,Q177332
DanmicholoBot,3,Q177332
Succu,3,Q177332
Jmarchn,3,Q177332
Mkbergman,3,Q177332
Bjankuloski06,3,Q177332
AGbot,3,Q177332
Legobot,2,Q177332
MsynBot,2,Q177332
Pi bot,2,Q177332
178.47.78.74,2,Q177332
Pasleim,2,Q177332
Thiotrix,2,Q177332
AkkakkBot,2,Q177332
SamoaBot,2,Q177332
KaMan,2,Q177332
Treisijs,2,Q177332
Nikola Tulechki,2,Q177332
M2k~dewiki,2,Q177332
AmaryllisGardener,2,Q177332
Chaoborus,2,Q177332
Tinker Bell,2,Q177332
37.24.55.249,1,Q177332
Townie,1,Q177332
Epìdosis,1,Q177332
BetaBot,1,Q177332
AhmadovaLala,1,Q177332
Spisen,1,Q177332
MerlIwBot,1,Q177332
Breogan2008,1,Q177332
Golden Bosnian Lily,1,Q177332
Eulenspiegel1,1,Q177332
Jordiventura96,1,Q177332
YMS,1,Q177332
TiagoLubiana,1,Q177332
Kevin Scannell,1,Q177332
JYBot,1,Q177332
NBS,1,Q177332
Miled.rousset,1,Q177332
ԱշոտՏՆՂ,1,Q177332
Geagea,1,Q177332
JotaCartas,1,Q177332
Ranveig,1,Q177332
Turaids,1,Q177332
109.121.18.252,1,Q177332
Jura1,1,Q177332
Kowlooner,1,Q177332
Rezabot,1,Q177332
Dhx1,1,Q177332
Biyolojiyabikurdi,1,Q177332
Laddo,1,Q177332
Cliverbot,1,Q177332
Rickjpelleg,1,Q177332
Duemilaeuno,1,Q177332
Reinheitsgebot,1,Q177332
Gyan333,1,Q177332
HitomiAkane,1,Q177332
UAwiki,1,Q177332
Radiuz04,1,Q177332
Alphama,1,Q177332
Tpalonen,1,Q177332
Stryn,1,Q177332
Tahmid,1,Q177332
78.1.178.28,1,Q177332
Daiquping,1,Q177332
ChriKo,1,Q177332
MaksOttoVonStirlitz,1,Q177332
MikaelF,1,Q177332
Kareyac,1,Q177332
Simon Villeneuve,1,Q177332
195.175.52.206,1,Q177332
Dcirovic,1,Q177332
Alex Nico,1,Q177332
Swpb,1,Q177332
BotNinja,1,Q177332
Osteologia,1,Q177332
Murma174,1,Q177332
186.82.16.113,1,Q177332
EmausBot,1,Q177332
F705i,1,Q177332
Zangala,1,Q177332
NtkPrague,1,Q177332
Ske,1,Q177332
Dominic,1,Q177332
TiagoLubiana,7,Q101404870
TiagoLubiana,2,Q104416147
TiagoLubiana,3,Q104895434
TiagoLubiana,3,Q106414092
Okkn,6,Q5796041
Was a bee,3,Q5796041
Modeum,3,Q5796041
Mullanur,2,Q5796041
Nikola Tulechki,2,Q5796041
Jvcavv,2,Q5796041
186.86.31.120,1,Q5796041
KLBot2,1,Q5796041
PBbot,1,Q5796041
Kirito,1,Q5796041
Avicenno,1,Q5796041
83.29.59.71,1,Q5796041
Elboy99,1,Q5796041
Mr. Ibrahem,1,Q5796041
Renessaince,1,Q5796041
PLbot,1,Q5796041
Jianhui67,1,Q5796041
Cewbot,1,Q5796041
Emijrpbot,1,Q5796041
Okkn,14,Q47088850
Modeum,3,Q47088850
Renessaince,2,Q47088850
Mullanur,2,Q47088850
Jvcavv,2,Q47088850
SR5,6,Q66509945
Jvcavv,2,Q66509945
TiagoLubiana,1,Q66509945
SR5,6,Q66599001
Jvcavv,2,Q66599001
Renessaince,2,Q66599001
Romaine,2,Q66599001
TiagoLubiana,1,Q66599001
SR5,6,Q66587959
Jvcavv,2,Q66587959
TiagoLubiana,1,Q66587959
SR5,6,Q66587960
Jvcavv,2,Q66587960
TiagoLubiana,1,Q66587960
TiagoLubiana,1,Q108651099
TiagoLubiana,6,Q56292132
Lockal,1,Q56292132
Daniel Mietchen,1,Q56292132
GZWDer (flood),1,Q56292132
TiagoLubiana,3,Q106355225
TiagoLubiana,2,Q107306940
Charles Matthews,7,Q1340830
Cewbot,1,Q1340830
Lockal,1,Q1340830
애콜라이트,1,Q1340830
AkkakkBot,1,Q1340830
Nikola Tulechki,1,Q1340830
Hoo Bot,1,Q1340830
TiagoLubiana,1,Q1340830
Sk!dbot,1,Q1340830
SR5,6,Q66562850
SR5,6,Q66562851
TiagoLubiana,1,Q66562851
SR5,6,Q66562852
SR5,6,Q66562853
TiagoLubiana,1,Q66562853
TiagoLubiana,6,Q104536221
TiagoLubiana,4,Q105515831
TiagoLubiana,1,Q107446792
MatSuBot,6,Q1151519
Okkn,5,Q1151519
TiagoLubiana,4,Q1151519
Charles Matthews,4,Q1151519
SR5,4,Q1151519
Legobot,3,Q1151519
דוד שי,3,Q1151519
Modeum,3,Q1151519
Was a bee,3,Q1151519
Dexbot,3,Q1151519
Penn Station,2,Q1151519
Amb sib,2,Q1151519
Mkbergman,2,Q1151519
Thisismattmiller,2,Q1151519
Zyksnowy,2,Q1151519
Kaguya-Taketori,2,Q1151519
JotaCartas,2,Q1151519
Nikola Tulechki,2,Q1151519
Polyethylen,2,Q1151519
AkkakkBot,1,Q1151519
Sreenandhini,1,Q1151519
F705i,1,Q1151519
Fnielsen,1,Q1151519
DavidMar86hdf,1,Q1151519
RekishiEJ,1,Q1151519
Dominic,1,Q1151519
Jheald,1,Q1151519
Miguelferig,1,Q1151519
Delusion23,1,Q1151519
Mahir256,1,Q1151519
Ssola,1,Q1151519
Reinheitsgebot,1,Q1151519
BotNinja,1,Q1151519
Helixitta,1,Q1151519
Veracious,1,Q1151519
Osteologia,1,Q1151519
MerlIwBot,1,Q1151519
Geagea,1,Q1151519
PHansen,1,Q1151519
95.19.54.136,1,Q1151519
Danu Widjajanto,1,Q1151519
MistressData,1,Q1151519
Mojtabakd,1,Q1151519
Wipur,1,Q1151519
Hoo Bot,1,Q1151519
Daniel Mietchen,1,Q1151519
Spinster,1,Q1151519
Sakhalinio,1,Q1151519
2804:D55:4:599C:0:0:0:1,1,Q1151519
Russian Rocky,1,Q1151519
JAnDbot,1,Q1151519
Horst,1,Q1151519
Habertix,1,Q1151519
Yger,1,Q1151519
WuuArticleGenerator,1,Q1151519
Pigsonthewing,1,Q1151519
89.189.32.173,1,Q1151519
Mewasul,1,Q1151519
SR5,6,Q66570083
TiagoLubiana,3,Q66570083
SR5,6,Q66570088
SR5,6,Q66570089
SR5,6,Q66592575
TiagoLubiana,6,Q66592575
TiagoLubiana,6,Q101405107
TiagoLubiana,1,Q104416307
TiagoLubiana,3,Q104895399
Charles Matthews,7,Q927337
TiagoLubiana,5,Q927337
Fractaler,5,Q927337
Cewbot,4,Q927337
DanmicholoBot,4,Q927337
MatSuBot,3,Q927337
Maxeto0910,3,Q927337
Lymantria,3,Q927337
Krdbot,2,Q927337
Elm,2,Q927337
Legobot,2,Q927337
StigBot,2,Q927337
Tobias1984,2,Q927337
EmausBot,2,Q927337
Modeum,2,Q927337
Nickpolk,1,Q927337
Nikola Tulechki,1,Q927337
Andreasmperu,1,Q927337
AkkakkBot,1,Q927337
MerlIwBot,1,Q927337
Simon Villeneuve,1,Q927337
151.47.65.143,1,Q927337
Ajeeshkumar4u,1,Q927337
Crazy&confused,1,Q927337
1372MAZI.YLMH,1,Q927337
DeltaBot,1,Q927337
Miguelferig,1,Q927337
Zyksnowy,1,Q927337
Yamaha5,1,Q927337
Dexbot,1,Q927337
Escarbot,1,Q927337
TiagoLubiana,7,Q107119322
TiagoLubiana,5,Q7141374
Bouzinac,2,Q7141374
Dexbot,1,Q7141374
Lockal,1,Q7141374
Sk!dbot,1,Q7141374
Fedor Babkin,1,Q7141374
MatSuBot,1,Q7141374
TiagoLubiana,4,Q104525725
TiagoLubiana,5,Q107333442
TiagoLubiana,2,Q107375724
Daniel Mietchen,1,Q107375724
TiagoLubiana,3,Q107375953
TiagoLubiana,3,Q107376222
TiagoLubiana,3,Q107376223
TiagoLubiana,3,Q107379889
Charles Matthews,6,Q70062517
Ske,3,Q70062517
Charles Matthews,5,Q70220224
TiagoLubiana,1,Q70220224
TiagoLubiana,4,Q107291676
Charles Matthews,3,Q70074894
Jvcavv,2,Q70074894
TiagoLubiana,1,Q70074894
TiagoLubiana,4,Q106638383
Charles Matthews,6,Q15220362
Cewbot,4,Q15220362
TiagoLubiana,3,Q15220362
Frettie,3,Q15220362
Krdbot,2,Q15220362
Horst,2,Q15220362
Aucassin,2,Q15220362
Leyo,2,Q15220362
بندر,1,Q15220362
FShbib,1,Q15220362
Rod57,1,Q15220362
Lockal,1,Q15220362
ZkBot,1,Q15220362
Nikola Tulechki,1,Q15220362
Bodhisattwa,1,Q15220362
TiagoLubiana,4,Q105533008
TiagoLubiana,1,Q109922895
TiagoLubiana,1,Q109922900
TiagoLubiana,4,Q71300464
KrBot,1,Q71300464
Daniel Mietchen,3,Q75402355
TiagoLubiana,1,Q75402355
TiagoLubiana,1,Q17063455
Jc86035,1,Q17063455
Onel5969,1,Q17063455
Nikola Tulechki,1,Q17063455
Lockal,1,Q17063455
SCIdude,1,Q17063455
TiagoLubiana,7,Q101404877
TiagoLubiana,3,Q104416152
TiagoLubiana,1,Q108625906
TiagoLubiana,7,Q101404911
TiagoLubiana,5,Q104416181
TiagoLubiana,5,Q108663333
TiagoLubiana,9,Q101404942
TiagoLubiana,24,Q104416212
TiagoLubiana,1,Q109805073
TiagoLubiana,7,Q101404912
TiagoLubiana,2,Q104416182
TiagoLubiana,8,Q101405066
TiagoLubiana,4,Q104416270
TiagoLubiana,3,Q104667622
TiagoLubiana,1,Q107550611
TiagoLubiana,7,Q101405043
TiagoLubiana,2,Q104416248
TiagoLubiana,6,Q106414078
Daniel Mietchen,1,Q106414078
TiagoLubiana,15,Q56151568
Frettie,3,Q56151568
Lockal,1,Q56151568
Sokoljan,1,Q56151568
TiagoLubiana,3,Q104667443
TiagoLubiana,4,Q105277042
TiagoLubiana,5,Q106259513
TiagoLubiana,6,Q107340431
TiagoLubiana,6,Q13418826
Frettie,5,Q13418826
Kpjas,4,Q13418826
Ilacpod,3,Q13418826
Nickpolk,2,Q13418826
Vojtěch Dostál,2,Q13418826
Abdiel López Villa,1,Q13418826
Jvs,1,Q13418826
Akamemori,1,Q13418826
Nikola Tulechki,1,Q13418826
Dexbot,1,Q13418826
عبد الله عرفة (بيت الحكمة),1,Q13418826
Helito,1,Q13418826
ThieolBot,1,Q13418826
Emijrpbot,1,Q13418826
FShbib,1,Q13418826
MatSuBot,1,Q13418826
J3D3,1,Q13418826
TiagoLubiana,4,Q104539131
TiagoLubiana,3,Q104852728
TiagoLubiana,2,Q105343660
TiagoLubiana,3,Q106205990
TiagoLubiana,4,Q106291872
TiagoLubiana,1,Q107301411
TiagoLubiana,1,Q107301412
TiagoLubiana,1,Q109316583
TiagoLubiana,1,Q109922287
TiagoLubiana,1,Q109922439
TiagoLubiana,1,Q109922440
TiagoLubiana,1,Q109922446
TiagoLubiana,1,Q109922447
TiagoLubiana,3,Q106615259
TiagoLubiana,1,Q107550610
TiagoLubiana,3,Q104895257
TiagoLubiana,5,Q106586633
TiagoLubiana,7,Q1340349
Botcrux,5,Q1340349
186.106.2.108,4,Q1340349
Cewbot,4,Q1340349
Adert,3,Q1340349
Horcrux,3,Q1340349
Belomaad,3,Q1340349
Pi bot,2,Q1340349
Okkn,2,Q1340349
Mohanad Kh,2,Q1340349
Dexbot,2,Q1340349
Nikola Tulechki,2,Q1340349
Marcok,2,Q1340349
Jmarchn,2,Q1340349
Legobot,2,Q1340349
Egon Willighagen,2,Q1340349
Ske,2,Q1340349
ScAvenger,1,Q1340349
Mvejr,1,Q1340349
Lucas,1,Q1340349
Simon Villeneuve,1,Q1340349
ValterVB,1,Q1340349
5.173.136.238,1,Q1340349
Reinheitsgebot,1,Q1340349
MerlIwBot,1,Q1340349
Nickpolk,1,Q1340349
Kpjas,1,Q1340349
Josu,1,Q1340349
Uwe Gille,1,Q1340349
